Species,Latitude,Longitude,Tavg,PrecipTotal,DewPoint,R_Humid,day,month,year,loc_weight,WnvPresent
CULEX PIPIENS/RESTUANS,41.868077,-87.666901,70.35714285714286,0.19285714285714284,58.42857142857143,65.92386571892315,5,6,2007,0.1,0
CULEX RESTUANS,41.868077,-87.666901,70.35714285714286,0.19285714285714284,58.42857142857143,65.92386571892315,5,6,2007,0.1,0
CULEX PIPIENS,41.869107,-87.69629300000003,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.09705899581094866,0
CULEX RESTUANS,41.721474,-87.648064,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.867108,-87.654224,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.868142,-87.696269,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.09706319280680481,0
CULEX RESTUANS,41.868142,-87.696269,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.09706319280680481,0
CULEX RESTUANS,41.896282,-87.655232,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.906638,-87.701431,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX RESTUANS,41.906638,-87.701431,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.9216,-87.666455,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX RESTUANS,41.9216,-87.666455,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX RESTUANS,42.006858,-87.675919,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.09757192288013694,0
CULEX RESTUANS,41.966987,-87.674677,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.0982604431311393,0
CULEX RESTUANS,41.919343,-87.694259,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.09854104623445471,0
CULEX PIPIENS/RESTUANS,41.852652,-87.719887,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.09924973985178498,0
CULEX RESTUANS,41.852652,-87.719887,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.09924973985178498,0
CULEX PIPIENS/RESTUANS,41.688324,-87.676709,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX RESTUANS,41.688324,-87.676709,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX RESTUANS,41.731922,-87.677512,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.846283,-87.656913,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.0982079651510086,0
CULEX PIPIENS/RESTUANS,41.891118,-87.65449100000002,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.09947831065757512,0
CULEX RESTUANS,41.891118,-87.65449100000002,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.09947831065757512,0
CULEX RESTUANS,41.843811,-87.686763,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.09884746121540254,0
CULEX RESTUANS,41.932094,-87.700117,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.09745101092195377,0
CULEX RESTUANS,41.857402,-87.694991,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.09758878718276429,0
CULEX PIPIENS/RESTUANS,41.682587,-87.707973,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX RESTUANS,41.682587,-87.707973,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.944869,-87.832763,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX RESTUANS,41.944869,-87.832763,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX RESTUANS,41.94983,-87.69845699999998,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.09843701591498909,0
CULEX RESTUANS,41.953067,-87.776792,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.953705,-87.733974,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.09740951627297197,0
CULEX PIPIENS/RESTUANS,41.95469,-87.800991,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX RESTUANS,41.95469,-87.800991,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX SALINARIUS,41.95469,-87.800991,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX RESTUANS,41.958271,-87.702575,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.09878167225263554,0
CULEX PIPIENS,41.662014,-87.72460799999998,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.662014,-87.72460799999998,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX RESTUANS,41.662014,-87.72460799999998,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX RESTUANS,41.963976,-87.69181,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX RESTUANS,41.964242,-87.757639,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.979243,-87.750938,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.09872277949828528,0
CULEX PIPIENS/RESTUANS,41.961743,-87.76007,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.09965136319758225,0
CULEX RESTUANS,41.961743,-87.76007,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.09965136319758225,0
CULEX PIPIENS/RESTUANS,41.986921,-87.689778,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX RESTUANS,41.986921,-87.689778,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.990284,-87.797127,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX RESTUANS,41.990284,-87.797127,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.991429,-87.747113,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.994991,-87.769279,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.09841196192426109,0
CULEX RESTUANS,41.994991,-87.769279,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.09841196192426109,0
CULEX PIPIENS/RESTUANS,41.999129,-87.795585,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX RESTUANS,41.999129,-87.795585,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX RESTUANS,41.921177,-87.79518,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX RESTUANS,42.008314,-87.77792099999998,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.916265,-87.800515,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX RESTUANS,41.916265,-87.800515,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX PIPIENS/RESTUANS,42.011601,-87.81150600000002,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX RESTUANS,42.011601,-87.81150600000002,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX PIPIENS/RESTUANS,42.01743,-87.68776899999997,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.09694249258054898,0
CULEX RESTUANS,42.01743,-87.68776899999997,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.09694249258054898,0
CULEX RESTUANS,41.974089,-87.824812,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.719059,-87.675088,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.09907513245813279,0
CULEX RESTUANS,41.719059,-87.675088,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.09907513245813279,0
CULEX RESTUANS,41.878114,-87.629798,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.891126,-87.61156,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.09775960541868188,0
CULEX RESTUANS,41.891126,-87.61156,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.09775960541868188,0
CULEX PIPIENS,41.868077,-87.666901,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.868077,-87.666901,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX RESTUANS,41.868077,-87.666901,72.42857142857143,0.03999999999999996,58.28571428571429,61.13866132986499,26,6,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.89923,-87.716788,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.09839503446454412,0
CULEX RESTUANS,41.89923,-87.716788,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.09839503446454412,0
CULEX PIPIENS,41.721474,-87.648064,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.721474,-87.648064,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.903002,-87.68826700000002,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.862292,-87.64886,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.1,0
CULEX RESTUANS,42.010412,-87.66214000000002,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.0963727612085789,0
CULEX RESTUANS,41.907645,-87.760886,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.09860162290851164,0
CULEX RESTUANS,42.006858,-87.675919,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.09757192288013694,0
CULEX PIPIENS/RESTUANS,41.692555,-87.598865,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.1,0
CULEX RESTUANS,41.692555,-87.598865,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.921965,-87.632085,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.09656280619545582,0
CULEX PIPIENS,41.688324,-87.676709,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.1,0
CULEX RESTUANS,41.688324,-87.676709,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.1,0
CULEX RESTUANS,41.731922,-87.677512,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.1,0
CULEX RESTUANS,41.891118,-87.65449100000002,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.09947831065757512,0
CULEX PIPIENS/RESTUANS,41.857402,-87.694991,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.09758878718276429,0
CULEX RESTUANS,41.857402,-87.694991,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.09758878718276429,0
CULEX PIPIENS/RESTUANS,41.94016,-87.794896,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.1,0
CULEX RESTUANS,41.682587,-87.707973,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.1,0
CULEX RESTUANS,41.948167,-87.730698,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.09686276697390889,0
CULEX RESTUANS,41.953067,-87.776792,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.95469,-87.800991,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.1,0
CULEX RESTUANS,41.958271,-87.702575,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.09878167225263554,0
CULEX RESTUANS,41.662014,-87.72460799999998,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.1,0
CULEX PIPIENS,41.801498,-87.763416,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.0974321284572622,0
CULEX RESTUANS,41.961743,-87.76007,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.09965136319758225,0
CULEX PIPIENS/RESTUANS,41.986921,-87.689778,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.1,0
CULEX RESTUANS,41.986921,-87.689778,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.1,0
CULEX RESTUANS,41.990284,-87.797127,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.991429,-87.747113,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.923738,-87.785288,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.09897818600029089,0
CULEX RESTUANS,41.970248,-87.787992,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.1,0
CULEX RESTUANS,41.999129,-87.795585,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.1,0
CULEX PIPIENS/RESTUANS,41.916265,-87.800515,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.1,0
CULEX RESTUANS,41.916265,-87.800515,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.1,0
CULEX PIPIENS/RESTUANS,42.011601,-87.81150600000002,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.1,0
CULEX PIPIENS/RESTUANS,42.01743,-87.68776899999997,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.09694249258054898,0
CULEX RESTUANS,42.01743,-87.68776899999997,72.0,0.07499999999999996,62.42857142857143,71.8682893455872,29,6,2007,0.09694249258054898,0
